token_id,name,bio,current_price(eth),cumulative,shooting,finish,defense,vision,background,fur,mouth,eyes,clothes,head,head_accessory,jewellery
7323,,,,178,46,57,45,30,Pink,Sky Blue,Scream,Regular,Tracksuit,Blue Pigtails,,
7324,,,,173,58,8,41,66,Light Grey,Red,Regular,Wide Scar,Fusion Gi,,Red Shades,
7325,,,,165,56,53,38,18,Yellow,Green,Regular,Sad,White Tee,Cap Forward,Gem Earring,
7326,,,,184,61,47,41,35,Purple,Grey,Gold Smirk,Wide,White Tee,RKL Cap Forward,,
7327,,,,237,70,47,51,69,Light Blue,Pink,Kiss,Closed,White Tee,King Band,Blue Shades,
7328,,,,194,49,58,36,51,Purple,Black,Regular,Closed,Shaolin Vest,Cap Forward,,
7329,,,,204,65,47,52,40,Grey,Brown,Regular,Sad,Dress,RKL Cap Forward,,
7330,,,,196,42,49,56,49,Brown,Camo,Shows Teeth,Angry,Robo Arm,Gold Horns,,Silver Chain
7331,,,,190,52,72,22,44,Yellow,Grey,Shows Teeth,Regular,Dego Tee Blooded,,Monocle,
7332,,,,187,46,39,36,66,Brown,White Noise,Gold Saber Toothed,Wide Scar,White Tee,,,
7333,,,,158,48,18,48,44,Red,Red,Shows Teeth,Closed Scar,,,,
7334,,,,224,80,59,58,27,Pink,Pink,Regular,Wide,Dress,Green Beret,Vibe Glasses,
7335,,,,197,26,46,62,63,Red,Red,Cigar,Angry,,Horse Jockey Hat,,
7336,,,,195,58,31,68,38,Pink,Black,Shows Teeth,Wide Scar,Shirt And Tie,Russian Cap,,
7337,,,,185,43,50,48,44,Grey,Grey,Scream,Angry,Hawaii Shirt,,,
7338,,,,174,20,46,54,54,Dark Blue,Pink,Kiss,Angry Scar,Shirt And Tie,Purple Bandana,Blue Shades,
7339,,,,223,54,37,49,83,Cyan,Sky Blue,Gold Scream,Closed,RKL Tee,,,
7340,,,,189,44,54,33,58,Purple,Sky Blue,Gold Smirk,Closed,Red Kimono,King Band,,
7341,,,,177,33,70,45,29,Purple,Grey,Shows Teeth,Bloodshot,Striped Tee,,Vibe Glasses,
7342,,,,214,67,59,41,47,Brown,Brown,Scream,Wide,Navy Suit,Winter Hat,,
7343,,,,199,66,55,35,43,Dark Blue,Sky Blue,Drool,Regular,Tracksuit,,,
7344,,,,189,79,30,41,39,Grey,Sky Blue,Regular,Regular,,Blonde Bun,,
7345,,,,205,59,57,32,57,Grey,Pink,Tongue Out,Regular,Green Kimono,RKL Cap Forward,Monocle,
7346,,,,154,24,26,53,51,Yellow,Brown,Missing Teeth,Bloodshot,Shirt And Tie,,Red Shades,
7347,,,,207,65,57,49,36,Purple,Brown,Regular,Regular,Biker Jacket,Horse Jockey Hat,,
7348,,,,215,64,48,55,48,Red,Green,Scream,Sad,Cyan Jersey,,,
7349,,,,219,53,65,41,60,Dark Blue,Grey,Gold Smirk,Closed,Tracksuit,Blonde Bun,,
7350,,,,252,33,51,94,74,Dark Blue,Red,Regular,Wide,,RKL Cap Forward,,
7351,,,,244,78,52,41,73,Light Grey,Pink,Ooh,Closed Scar,Cheetah Dego Tee,King Band,,
7352,,,,165,77,34,25,29,Light Blue,Grey,Drool,Angry,Shirt And Tie,,,
7353,,,,151,36,45,43,27,Grey,White Noise,Scream,Bloodshot,Dress,,Blue Shades,
7354,,,,187,35,63,58,31,Brown,White Noise,Shows Teeth,Wide,Fusion Gi,Beanie,,
7355,,,,164,34,34,69,27,Grey,Sky Blue,Cigar,Angry,Biker Jacket,,Monocle,
7356,,,,189,52,53,39,45,Light Blue,Black,Regular,Sad,,Chopsticks Bun,,
7357,,,,182,48,44,47,43,Red,Sky Blue,Scream,Sad,Fusion Gi,RKL Cap Forward,,
7358,,,,164,42,30,56,36,Dark Blue,Brown,Drool,Regular,,,Red Shades,
7359,,,,222,32,67,66,57,Light Grey,Brown,Saber Toothed,Regular,Green Kimono,Tophat,,
7360,,,,190,41,58,29,62,Light Blue,Pink,Ooh,Wide,White Tee,Chopsticks Bun,3D Glasses,
7361,,,,166,54,39,53,20,Gold,Brown,Drool,Bloodshot,,Tophat,Vibe Glasses,
7362,,,,172,22,42,43,65,Cyan,Sky Blue,Gold Smirk,Wide Scar,Cyan Jersey,Bowler,Red Shades,
7363,,,,244,56,84,58,46,Yellow,White Noise,Full Beard,Wide,White Tee,,,
7364,,,,273,85,43,73,72,Brown,White Noise,Kiss,Bloodshot,Tracksuit,Cap Forward,,
7365,,,,219,61,57,45,56,Grey,Black,Gold Smirk,Regular,Striped Tee,Purple Bandana,,
7366,,,,165,36,36,50,43,Grey,Red,Regular,Regular,White Tee,Winter Hat,Red Shades,
7367,,,,216,68,50,65,33,Dark Blue,White Noise,Regular,Sad,Shirt And Tie,Beanie,Broken Glasses,
7368,,,,162,90,41,19,12,Dark Blue,Pink,Gold Smirk,Angry Wink,Shirt And Tie,,Monocle,
7369,,,,236,72,62,55,47,Gold,Red,Shows Teeth,Wide,Striped Tee,Beanie,,
7370,,,,203,53,65,60,25,Pink,White Noise,Scream,Angry Wink,Biker Jacket,Tophat,3D Glasses,
7371,,,,201,54,36,50,61,Brown,White Noise,Regular,Bloodshot,Shaolin Vest,Horse Jockey Hat,,
7372,,,,197,55,72,38,32,Light Grey,Green,Gold Scream,Wide,Monk Robe,Winter Hat,Gem Earring,
7373,,,,267,51,86,56,74,Brown,Pink,Gold Saber Toothed,Angry Wink,Shirt And Tie,Horse Jockey Hat,Red Shades,
7374,,,,204,35,74,31,64,Light Grey,Camo,Shows Teeth,Wide,Robo Arm,,,
7375,,,,202,36,53,66,47,Grey,Brown,Regular,Regular,Trippy Tee,King Band,,
7376,,,,177,40,58,25,54,Dark Blue,Brown,Regular,Closed Scar,Fusion Gi,Bowler,,
7377,,,,145,47,49,24,25,Light Grey,Grey,Regular,Bloodshot,Hawaii Shirt,,,
7378,,,,190,34,32,63,61,Cyan,White Noise,Shows Teeth,Bloodshot,,,Vibe Glasses,
7379,,,,261,60,69,71,61,Yellow,Red,Shows Teeth,Wide Scar,Navy Suit,RKL Cap Forward,Monocle,
7380,,,,154,36,41,43,34,Light Grey,Green,Shows Teeth,Regular,RKL Tee,,,
7381,,,,202,30,48,67,57,Light Blue,Pink,Drool,Closed,,Bowler,,
7382,,,,252,88,50,42,72,Purple,Grey,Referee,Angry Scar,Striped Tee,,,
7383,,,,182,21,58,56,47,Red,Grey,Gold Saber Toothed,Regular,Green Kimono,Russian Cap,,
7384,,,,197,53,46,58,40,Pink,Red,Scream,Angry,Dego Tee Blooded,Tophat,Red Shades,
7385,,,,170,35,43,46,46,Grey,Black,Regular,Angry,Cheetah Dego Tee,,,
7386,,,,235,72,78,54,31,Pink,Grey,Kiss,Closed,Yellow Suit,,Broken Glasses,
7387,,,,217,62,53,53,49,Red,White Noise,Tongue Out,Angry Scar,Shirt And Tie,Russian Cap,,
7388,,,,188,27,44,50,67,Light Grey,Brown,Gold Saber Toothed,Sad,Striped Tee,Red Bandana,,
7389,,,,198,26,58,60,54,Light Grey,Black,Shows Teeth,Angry,RKL Tee,RKL Cap Sideways,,
7390,,,,221,49,39,84,49,Brown,Red,Shows Teeth,Angry Wink,,,,
7391,,,,157,20,37,42,58,Grey,Red,Gold Smirk,Angry Wink,Dress,Blonde Bun,,
7392,,,,220,53,60,53,54,Purple,Black,Shows Teeth,Angry Wink,Red Kimono,,,
7393,,,,161,46,47,32,36,Red,Green,Ooh,Angry Wink,Cheetah Dego Tee,Blonde Bun,Gem Earring,
7394,,,,150,18,50,49,33,Light Blue,White Noise,Regular,Closed Scar,Hawaii Shirt,RKL Cap Forward,,
7395,,,,213,45,37,66,65,Grey,White Noise,Shows Teeth,Wide Scar,Trippy Tee,,Exotic Earring,
7396,,,,186,48,48,53,37,Pink,White Noise,Scream,Bloodshot,Shaolin Vest,Ski Glasses,,
7397,,,,181,46,41,55,39,Yellow,White Noise,Missing Teeth,Wide Scar,Shaolin Vest,Blonde Bun,Blue Shades,
7398,,,,226,87,43,40,56,Cyan,Green,Missing Teeth,Angry,White Tee,RKL Cap Sideways,,
7399,,,,147,42,15,44,46,Pink,Green,Regular,Angry Wink,,Bowler,,
7400,,,,243,59,68,66,50,Gold,Grey,Shows Teeth,Angry,Dress,Cap Forward,,
7401,,,,153,49,48,27,29,Purple,Green,Kiss,Bloodshot,Biker Jacket,,,
7402,,,,195,40,55,57,43,Dark Blue,Green,Gold Saber Toothed,Angry Scar,Trippy Tee,RKL Cap Forward,,
7403,,,,192,53,37,43,59,Dark Blue,Brown,Kiss,Regular,Trippy Tee,,Blue Shades,
7404,,,,222,60,62,44,56,Light Grey,Sky Blue,Regular,Closed,White Tee,,,
7405,,,,138,49,20,45,24,Yellow,Pink,Ooh,Wide Scar,,Ski Glasses,,
7406,,,,242,66,67,59,50,Grey,Black,Full Beard,Regular,,,Monocle,
7407,,,,184,73,43,27,41,Light Blue,Red,Shows Teeth,Wide Scar,Dego Tee Blooded,Blue Pigtails,Gold Stud,
7408,,,,256,50,93,59,54,Pink,Brown,Gold Saber Toothed,Regular,Shaolin Vest,Winter Hat,,
7409,,,,212,70,24,65,53,Light Blue,Green,Saber Toothed,Angry,,Winter Hat,,
7410,,,,205,31,70,67,37,Purple,Grey,Ooh,Closed Scar,Lab Coat,RKL Cap Sideways,,
7411,,,,189,61,60,29,39,Yellow,Green,Regular,Closed,Navy Suit,Red Bandana,,
7412,,,,165,42,28,27,68,Brown,Red,Referee,Angry,Monk Robe,,,
7413,,,,232,58,52,46,76,Cyan,Pink,Drool,Sad,,Purple Bandana,,
7414,,,,222,62,54,42,64,Yellow,Brown,Gold Saber Toothed,Wide,White Tee,Chopsticks Bun,,
7415,,,,233,50,63,61,59,Brown,Red,Drool,Angry,Biker Jacket,Blue Pigtails,,
7416,,,,178,58,64,11,45,Cyan,Red,Saber Toothed,Angry,Biker Jacket,Red Bandana,,
7417,,,,269,74,65,88,42,Purple,Brown,Missing Teeth,Wide,,RKL Cap Sideways,,
7418,,,,199,49,44,46,60,Pink,Sky Blue,Cigar,Closed Scar,Red Kimono,RKL Cap Forward,,
7419,,,,202,47,55,67,33,Light Blue,Brown,Kiss,Wide Scar,Trippy Tee,Beanie,,
7420,,,,192,64,43,61,24,Purple,Red,Ooh,Regular,Navy Suit,,,
7421,,,,239,55,68,41,75,Grey,Brown,Kiss,Regular,Cheetah Dego Tee,Horse Jockey Hat,,
7422,,,,188,52,38,52,46,Cyan,Pink,Drool,Wide,Cyan Jersey,Chopsticks Bun,,
7423,,,,165,28,35,61,41,Light Blue,Brown,Ooh,Wide Scar,Shaolin Vest,Blonde Bun,,
7424,,,,186,46,36,57,47,Cyan,Brown,Regular,Regular,Red Kimono,,,
7425,,,,188,32,46,56,54,Brown,Brown,Regular,Wide Scar,White Tee,Winter Hat,,
7426,,,,162,73,26,32,31,Cyan,Green,Tongue Out,Closed Scar,Dego Tee Blooded,Ski Glasses,,
7427,,,,194,66,26,62,40,Red,Grey,Shows Teeth,Sad,,Winter Hat,,
7428,,,,192,34,55,54,49,Pink,Brown,Kiss,Wide Scar,Hawaii Shirt,RKL Cap Forward,3D Glasses,
7429,,,,211,30,85,53,43,Grey,Grey,Gold Smirk,Wide,White Tee,,,
7430,,,,194,63,34,39,58,Light Grey,Green,Kiss,Wide Scar,Tracksuit,Winter Hat,,
7431,,,,126,29,38,13,46,Pink,Sky Blue,Ooh,Sad,White Tee,RKL Cap Forward,Blue Shades,
7432,,,,195,66,44,53,32,Brown,Sky Blue,Scream,Angry,Biker Jacket,Beanie,,
7433,,,,202,60,42,46,54,Grey,Brown,Ooh,Angry,Red Kimono,Cap Forward,,
7434,,,,175,62,22,57,34,Grey,Green,Cigar,Wide Scar,Dego Tee Blooded,Horse Jockey Hat,,
7435,,,,190,23,60,45,62,Red,Pink,Regular,Closed,Shirt And Tie,,Gem Earring,
7436,,,,185,64,51,22,48,Brown,Green,Regular,Regular,White Tee,RKL Cap Forward,,
7437,,,,230,70,46,43,71,Purple,Grey,Tongue Out,Bloodshot,Fusion Gi,Red Bandana,,
7438,,,,175,53,38,30,54,Brown,Black,Kiss,Wide,Cheetah Dego Tee,,,
7439,,,,190,44,54,31,61,Red,White Noise,Gold Smirk,Closed Scar,Cheetah Dego Tee,Beanie,,
7440,,,,185,20,50,48,67,Purple,Brown,Shows Teeth,Angry,,Winter Hat,,
7441,,,,151,45,22,37,47,Yellow,Green,Full Beard,Regular,Dress,,Gem Earring,
7442,,,,202,46,32,46,78,Dark Blue,Black,Kiss,Bloodshot,Navy Suit,Russian Cap,,
7443,,,,191,54,46,37,54,Purple,Grey,Cigar,Closed Scar,Red Kimono,,,
7444,,,,232,65,72,51,44,Light Grey,Black,Regular,Wide,Yellow Suit,Ski Glasses,,
7445,,,,215,48,85,46,36,Brown,Green,Scream,Wide,Biker Jacket,,,
7446,,,,239,51,60,72,56,Light Grey,Sky Blue,Shows Teeth,Angry,Cyan Jersey,,,
7447,,,,207,56,56,51,44,Grey,Black,Kiss,Angry Wink,,Bowler,,
7448,,,,236,78,53,42,63,Dark Blue,Brown,Missing Teeth,Sad,Biker Jacket,,,
7449,,,,160,50,77,14,19,Yellow,Green,Scream,Bloodshot,White Tee,Green Beret,,
7450,,,,176,65,37,35,39,Grey,Red,Drool,Regular,Cyan Jersey,King Band,,
7451,,,,143,32,46,21,44,Red,White Noise,Regular,Regular,Dress,,,
7452,,,,233,64,79,47,43,Yellow,Brown,Kiss,Wide,Biker Jacket,,Vibe Glasses,
7453,,,,190,76,45,25,44,Light Grey,Red,Tongue Out,Sad,,Horse Jockey Hat,,
7454,,,,203,55,57,41,50,Purple,Brown,Cigar,Wide,White Tee,RKL Cap Forward,,
7455,,,,208,47,42,77,42,Pink,Grey,Missing Teeth,Bloodshot,Cyan Jersey,Purple Bandana,Red Shades,
7456,,,,252,58,54,67,73,Gold,Green,Cigar,Wide,,,3D Glasses,
7457,,,,173,40,42,63,28,Brown,Grey,Gold Smirk,Bloodshot,Navy Suit,RKL Cap Forward,,
7458,,,,266,80,49,63,74,Red,Grey,Referee,Wide,Monk Robe,RKL Cap Sideways,,
7459,,,,217,92,40,38,47,Pink,Brown,Kiss,Angry Scar,Cheetah Dego Tee,Blonde Bun,Gem Earring,
7460,,,,151,33,21,40,57,Gold,Pink,Scream,Wide Scar,RKL Tee,Blonde Bun,3D Glasses,
7461,,,,154,31,35,47,41,Purple,Green,Shows Teeth,Closed,Striped Tee,,,
7462,,,,204,66,49,31,58,Cyan,Pink,Gold Saber Toothed,Angry Wink,Hawaii Shirt,Blonde Bun,,
7463,,,,223,38,71,57,57,Purple,Red,Scream,Sad,,,Exotic Earring,
7464,,,,172,36,57,29,50,Pink,Sky Blue,Ooh,Angry,Biker Jacket,Purple Bandana,,
7465,,,,175,52,40,56,27,Gold,Pink,Tongue Out,Wide,Dress,Ski Glasses,Vibe Glasses,
7466,,,,212,41,74,45,52,Grey,Aurora,Shows Teeth,Wide,Mamba Jersey,Banana,Nose Ring,
7467,,,,192,60,70,30,32,Dark Blue,White Noise,Regular,Wide Scar,Striped Tee,Blue Pigtails,Gold Stud,
7468,,,,188,46,15,64,63,Brown,Brown,Ooh,Wide,Dego Tee Blooded,RKL Cap Forward,,
7469,,,,185,49,43,56,37,Red,Pink,Regular,Angry Wink,Cheetah Dego Tee,Red Bandana,Gold Stud,
7470,,,,180,64,28,46,42,Light Blue,Brown,Scream,Angry,,,,
7471,,,,183,64,42,25,52,Light Grey,Pink,Saber Toothed,Bloodshot,White Tee,,Red Shades,
7472,,,,225,49,66,43,67,Light Grey,Red,Saber Toothed,Wide Scar,Cheetah Dego Tee,Blonde Bun,Red Shades,
7473,,,,186,26,43,67,50,Grey,Green,Ooh,Regular,Dego Tee Blooded,,,
7474,,,,188,39,54,49,46,Light Blue,Brown,Ooh,Angry,Biker Jacket,,,
7475,,,,194,41,61,46,46,Dark Blue,Black,Regular,Angry,White Tee,,,
7476,,,,176,55,29,32,60,Gold,Brown,Ooh,Angry Scar,,Purple Bandana,,
7477,,,,181,18,57,43,63,Yellow,Brown,Referee,Wide,Navy Suit,,Blue Shades,
7478,,,,142,30,16,45,51,Gold,Green,Regular,Bloodshot,Hawaii Shirt,Blonde Bun,Blue Shades,
7479,,,,190,54,41,42,53,Yellow,Black,Shows Teeth,Regular,Monk Robe,King Band,Blue Shades,
7480,,,,210,45,51,68,46,Light Grey,Black,Tongue Out,Closed,Shaolin Vest,Bowler,,
7481,,,,231,58,56,56,61,Brown,Red,Regular,Bloodshot,Striped Tee,Blonde Bun,Red Shades,
7482,,,,210,73,44,55,38,Cyan,Brown,Shows Teeth,Closed,Biker Jacket,Horse Jockey Hat,,
7483,,,,206,62,21,52,71,Light Blue,Pink,Ooh,Angry Scar,,,3D Glasses,
7484,,,,228,59,50,59,60,Brown,White Noise,Ooh,Regular,Biker Jacket,,Exotic Earring,
7485,,,,175,55,30,46,44,Dark Blue,Grey,Full Beard,Sad,Navy Suit,Purple Bandana,,
7486,,,,164,1,38,66,59,Red,Brown,Shows Teeth,Regular,White Tee,Russian Cap,Red Shades,
7487,,,,202,36,41,61,64,Light Blue,Brown,Regular,Angry Scar,White Tee,Cap Forward,,
7488,,,,154,69,28,33,24,Cyan,White Noise,Kiss,Angry Wink,White Tee,Blonde Bun,,
7489,,,,202,55,29,50,68,Dark Blue,Red,Saber Toothed,Closed,Striped Tee,Ski Glasses,,
7490,,,,183,55,51,41,36,Brown,Grey,Missing Teeth,Regular,White Tee,Cap Forward,3D Glasses,
7491,,,,223,54,50,75,44,Light Blue,Grey,Drool,Bloodshot,,Blonde Bun,Blue Shades,
7492,,,,184,37,50,50,47,Yellow,Green,Shows Teeth,Sad,White Tee,RKL Cap Forward,,
7493,,,,211,53,52,41,65,Cyan,White Noise,Tongue Out,Regular,,Blue Pigtails,,
7494,,,,138,33,36,39,30,Light Grey,Gold,Diamond Teeth,Regular,Fusion Vest,Gold Horns,,
7495,,,,211,23,62,69,57,Dark Blue,Pink,Regular,Bloodshot,Trippy Tee,Blue Pigtails,,
7496,,,,207,53,51,51,52,Yellow,Red,Regular,Sad,Cheetah Dego Tee,King Band,,
7497,,,,204,30,30,61,83,Grey,Red,Regular,Regular,Shirt And Tie,,,
7498,,,,219,49,65,65,40,Light Blue,Red,Regular,Wide,Cheetah Dego Tee,Bowler,,
7499,,,,194,63,51,36,44,Grey,Aurora,Regular,Bloodshot Blue,Space Suit,,,
7500,,,,149,32,65,27,25,Grey,Grey,Regular,Regular,Cheetah Dego Tee,,,
7501,,,,174,59,56,41,18,Grey,Sky Blue,Kiss,Regular,,Beanie,,
7502,,,,231,74,46,53,58,Dark Blue,Red,Scream,Regular,Biker Jacket,,,
7503,,,,155,29,29,33,64,Dark Blue,Black,Missing Teeth,Angry,Yellow Suit,Tophat,Vibe Glasses,
7504,,,,195,57,53,51,34,Purple,Sky Blue,Kiss,Wide,RKL Tee,RKL Cap Sideways,,
7505,,,,203,60,53,49,41,Pink,Red,Regular,Regular,Green Kimono,Blonde Bun,,
7506,,,,149,37,21,25,66,Purple,Sky Blue,Shows Teeth,Regular,,Russian Cap,Exotic Earring,
7507,,,,188,39,32,56,61,Cyan,Grey,Gold Saber Toothed,Wide Scar,Yellow Suit,,,
7508,,,,177,33,49,58,37,Gold,Grey,Missing Teeth,Regular,Biker Jacket,Russian Cap,,
7509,,,,206,41,52,66,47,Grey,Red,Ooh,Sad,Cyan Jersey,Purple Bandana,,
7510,,,,146,50,30,18,48,Cyan,Pink,Regular,Sad,,Green Beret,,
7511,,,,205,33,51,68,53,Light Grey,Pink,Tongue Out,Sad,White Tee,RKL Cap Sideways,,
7512,,,,192,28,56,56,52,Light Grey,Pink,Gold Scream,Closed Scar,Navy Suit,Purple Bandana,,
7513,,,,202,42,64,38,58,Light Blue,Pink,Referee,Angry,Trippy Tee,RKL Cap Forward,,
7514,,,,172,41,21,83,27,Grey,Grey,Drool,Angry,Dego Tee Blooded,Cap Forward,,
7515,,,,217,60,56,50,51,Cyan,White Noise,Ooh,Wide Scar,Tracksuit,,,
7516,,,,181,56,47,60,18,Yellow,Brown,Regular,Wide Scar,Shirt And Tie,Cap Forward,,
7517,,,,161,43,4,40,74,Dark Blue,Green,Scream,Closed Scar,Red Kimono,Red Bandana,,
7518,,,,151,38,26,55,32,Pink,Green,Drool,Angry Scar,Fusion Gi,,,
7519,,,,231,60,69,55,47,Light Grey,Sky Blue,Gold Scream,Closed,,Chopsticks Bun,,
7520,,,,243,49,60,43,91,Red,Brown,Regular,Closed,Cyan Jersey,,,
7521,,,,175,62,43,59,11,Dark Blue,Brown,Saber Toothed,Regular,,Cap Forward,,
7522,,,,229,76,61,56,36,Light Blue,Brown,Regular,Regular,Shaolin Vest,Ski Glasses,,
7523,,,,233,67,81,43,42,Pink,Brown,Regular,Regular,Shirt And Tie,,,
7524,,,,171,69,40,31,31,Brown,Pink,Shows Teeth,Sad,Shirt And Tie,Red Bandana,,
7525,,,,230,81,19,57,73,Red,Pink,Drool,Wide,,RKL Cap Forward,,
7526,,,,228,76,35,62,55,Purple,Black,Referee,Wide,White Tee,Cap Forward,,
7527,,,,150,34,42,39,35,Light Blue,Pink,Full Beard,Regular,Hawaii Shirt,Russian Cap,,
7528,,,,267,60,74,62,71,Pink,Brown,Cigar,Regular,RKL Tee,Beanie,,
7529,,,,158,33,58,39,28,Dark Blue,Pink,Saber Toothed,Regular,Biker Jacket,,Blue Shades,
7530,,,,213,52,62,35,64,Pink,Sky Blue,Ooh,Closed Scar,Fusion Gi,Tophat,,
7531,,,,268,79,52,56,81,Yellow,Brown,Ooh,Bloodshot,Biker Jacket,Horse Jockey Hat,,
7532,,,,224,69,28,56,71,Light Blue,Red,Scream,Bloodshot,Biker Jacket,Chopsticks Bun,,
7533,,,,144,48,27,31,38,Red,Sky Blue,Regular,Regular,Fusion Gi,Cap Forward,,
7534,,,,159,36,53,30,40,Light Grey,Black,Gold Saber Toothed,Angry Wink,White Tee,Bowler,Blue Shades,
7535,,,,172,23,53,40,56,Dark Blue,Pink,Regular,Closed,Shaolin Vest,,,
7536,,,,230,43,68,42,77,Light Grey,Grey,Regular,Sad,White Tee,Blue Pigtails,,
7537,,,,135,19,37,38,41,Dark Blue,Green,Saber Toothed,Wide,,,Vibe Glasses,
7538,,,,291,91,63,58,79,Yellow,Black,Shows Teeth,Angry,Cheetah Dego Tee,Beanie,,
7539,,,,228,68,57,49,54,Pink,Black,Ooh,Wide,Dego Tee Blooded,,,
7540,,,,155,48,42,26,39,Purple,Brown,Saber Toothed,Regular,Cyan Jersey,Red Bandana,,
7541,,,,232,91,26,67,48,Pink,Red,Drool,Angry Scar,Cheetah Dego Tee,Blonde Bun,,
7542,,,,175,44,36,33,62,Grey,Brown,Saber Toothed,Regular,,Russian Cap,Blue Shades,
7543,,,,141,44,59,16,22,Grey,Black,Drool,Regular,White Tee,Bowler,Gold Stud,
7544,,,,144,40,32,45,27,Yellow,Brown,Saber Toothed,Bloodshot,White Tee,RKL Cap Forward,,
7545,,,,180,42,52,32,54,Gold,White Noise,Gold Saber Toothed,Wide Scar,Hawaii Shirt,Russian Cap,,
7546,,,,164,49,34,43,38,Purple,Sky Blue,Scream,Bloodshot,Cyan Jersey,,,
7547,,,,193,54,36,44,59,Dark Blue,Black,Regular,Wide,Striped Tee,Winter Hat,,
7548,,,,217,81,21,67,48,Cyan,Black,Scream,Closed Scar,Striped Tee,RKL Cap Forward,,
7549,,,,186,63,33,24,66,Cyan,Red,Tongue Out,Wide,Biker Jacket,Bowler,Vibe Glasses,
7550,,,,167,61,9,31,66,Purple,Brown,Gold Smirk,Closed Scar,Shaolin Vest,Winter Hat,Gold Stud,
7551,,,,218,57,45,68,48,Grey,White Noise,Drool,Closed Scar,Dego Tee Blooded,RKL Cap Forward,,
7552,,,,215,19,79,44,73,Yellow,Brown,Shows Teeth,Angry,,,Blue Shades,
7553,,,,200,28,69,54,49,Grey,Brown,Gold Scream,Closed,Hawaii Shirt,Bowler,Blue Shades,
7554,,,,175,43,69,47,16,Yellow,Brown,Scream,Wide,Dress,RKL Cap Forward,,
7555,,,,227,60,73,51,43,Brown,White Noise,Scream,Regular,,RKL Cap Forward,,
7556,,,,195,44,44,65,42,Brown,Pink,Scream,Closed,Red Kimono,,Red Shades,
7557,,,,226,75,51,44,56,Light Grey,Grey,Shows Teeth,Wide,Hawaii Shirt,Blonde Bun,,
7558,,,,239,46,52,79,62,Light Blue,Brown,Tongue Out,Regular,Biker Jacket,Blonde Bun,Exotic Earring,
7559,,,,243,60,66,41,76,Pink,Pink,Scream,Wide Scar,Hawaii Shirt,Chopsticks Bun,,
7560,,,,183,51,24,56,52,Cyan,Pink,Gold Smirk,Closed,Trippy Tee,Purple Bandana,,
7561,,,,245,52,33,91,69,Dark Blue,Zebra,Scream,Wide,Space Suit,Gold Horns,,
7562,,,,173,42,49,56,26,Purple,Sky Blue,Ooh,Bloodshot,,,,
7563,,,,213,58,65,51,39,Light Blue,Pink,Regular,Regular,Striped Tee,Winter Hat,,
7564,,,,174,52,46,35,41,Gold,Red,Kiss,Regular,Cyan Jersey,RKL Cap Sideways,Blue Shades,
7565,,,,245,78,72,39,56,Light Blue,Pink,Ooh,Closed,,Russian Cap,,
7566,,,,228,57,68,55,48,Red,Grey,Cigar,Regular,Shirt And Tie,Blonde Bun,,
7567,,,,249,54,64,63,68,Purple,Pink,Missing Teeth,Angry Wink,Red Kimono,Ski Glasses,,
7568,,,,212,82,31,37,62,Red,Brown,Regular,Sad,Cheetah Dego Tee,,,
7569,,,,138,56,23,9,50,Cyan,White Noise,Gold Scream,Regular,,,,
7570,,,,211,30,62,36,83,Purple,Pink,Regular,Angry Scar,RKL Tee,Cap Forward,Blue Shades,
7571,,,,193,67,63,51,12,Cyan,Pink,Shows Teeth,Regular,Cheetah Dego Tee,,,
7572,,,,174,49,15,50,60,Light Grey,Sky Blue,Regular,Regular,Fusion Gi,Purple Bandana,,
7573,,,,123,31,49,25,18,Cyan,Red,Regular,Angry Scar,Biker Jacket,,Blue Shades,
7574,,,,210,57,56,43,54,Brown,Brown,Scream,Angry Wink,RKL Tee,RKL Cap Forward,,
7575,,,,188,67,62,24,35,Light Blue,Brown,Gold Scream,Closed,,Blonde Bun,,
7576,,,,180,41,40,60,39,Grey,Pink,Scream,Angry,Cyan Jersey,,,
7577,,,,222,71,48,38,65,Yellow,Brown,Cigar,Regular,,,Vibe Glasses,
7578,,,,172,38,32,41,61,Dark Blue,Grey,Saber Toothed,Wide,Striped Tee,,,
7579,,,,206,67,63,49,27,Brown,Red,Regular,Regular,Red Kimono,RKL Cap Forward,3D Glasses,
7580,,,,138,23,21,52,42,Yellow,Sky Blue,Drool,Bloodshot,Dress,RKL Cap Forward,,
7581,,,,228,67,65,26,70,Gold,Pink,Scream,Closed,Green Kimono,Red Bandana,,
7582,,,,168,49,70,24,25,Red,Pink,Kiss,Closed,Red Kimono,Winter Hat,Blue Shades,
7583,,,,170,33,57,21,59,Yellow,Black,Kiss,Wide Scar,White Tee,,,
7584,,,,213,63,47,62,41,Yellow,Black,Kiss,Wide,Cyan Jersey,Purple Bandana,,
7585,,,,196,51,32,54,59,Purple,Brown,Regular,Closed Scar,Shaolin Vest,,,
7586,,,,202,58,60,23,61,Gold,Black,Regular,Angry Wink,,Horse Jockey Hat,,
7587,,,,196,38,70,48,40,Yellow,Black,Gold Smirk,Regular,,,,
7588,,,,167,37,51,40,39,Light Blue,Black,Missing Teeth,Closed,White Tee,Blue Pigtails,,
7589,,,,229,47,61,56,65,Purple,Black,Ooh,Regular,Navy Suit,Red Bandana,Blue Shades,
7590,,,,175,58,24,61,32,Light Grey,White Noise,Regular,Angry,White Tee,Green Beret,Blue Shades,
